rowid,studyid,site,year,phenodiff,phenodiffunits,phenodiffmethod,phenodiffvar,phenofreq,genus,species,phenophase1,phenomethod1,genus2,species2,phenophase2,phenomethod2,fitnesscomp,fitnessunit,fitnessmethod,gender,fitnessvalue,fitnessvaluevar,fitnesstype,notes,,,,,,,,,,,,
296,HMK031,NA,2002,120.953,days,us,NA,weekly,Acanthocyclops,robustus,first appearance,,Diatom2,spp.,spring bloom,,density (annual peak),individuals L-1,,NA,8.09107,,demographic,we calculated it in synchrony study; mismatch=consumer-resource; resource emerges first every year; ,,,,,,,,,,,,
297,HMK031,NA,2003,48.4512,days,us,NA,weekly,Acanthocyclops,robustus,first appearance,,Diatom2,spp.,spring bloom,,density (annual peak),individuals L-1,,NA,18.2935,,demographic,we calculated it in synchrony study; mismatch=consumer-resource; resource emerges first every year; ,,,,,,,,,,,,
298,HMK032,NA,1956,0.2254,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,12.5,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
299,HMK032,NA,1957,NA,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,11.5466,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
300,HMK032,NA,1958,14.1505,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,13.7712,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
301,HMK032,NA,1959,-7.049,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,12.8178,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
302,HMK032,NA,1960,NA,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,7.83898,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
303,HMK032,NA,1961,-10.276,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,7.20339,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
304,HMK032,NA,1962,-0.1176,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,17.161,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
305,HMK032,NA,1963,NA,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,15.2542,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
306,HMK032,NA,1964,-20.9013,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,14.8305,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
307,HMK032,NA,1965,7.0007,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,8.15678,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
308,HMK032,NA,1966,0.322,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,18.5381,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
309,HMK032,NA,1967,24.79785,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,8.8983,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
310,HMK032,NA,1968,NA,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,6.5678,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
311,HMK032,NA,1969,7.2233,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,8.47458,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
312,HMK032,NA,1970,14.1477,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,6.99153,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
313,HMK032,NA,1971,7.35035,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,15.4661,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
314,HMK032,NA,1972,NA,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,14.1949,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
315,HMK032,NA,1973,6.7277,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,17.4788,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
316,HMK032,NA,1974,-13.6269,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,11.6525,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
317,HMK032,NA,1975,14.4242,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,16.1017,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
318,HMK032,NA,1976,NA,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,13.6653,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
319,HMK032,NA,1977,-21.1239,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,15.3602,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
320,HMK032,NA,1978,35.20265,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,10.1695,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
321,HMK032,NA,1979,NA,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,11.2288,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
322,HMK032,NA,1980,18.0215,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,13.0297,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
323,HMK032,NA,1981,NA,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,16.6314,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
324,HMK032,NA,1982,31.8738,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,7.09746,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
325,HMK032,NA,1983,NA,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,12.0763,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
326,HMK032,NA,1984,14.4221,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,10.4873,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
327,HMK032,NA,1985,7.4963,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,12.9237,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
328,HMK032,NA,1986,-20.9013,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,16.1017,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
329,HMK032,NA,1987,-7.0483,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,10.6992,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
330,HMK032,NA,1988,7.3213,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,10.1695,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
331,HMK032,NA,1989,-7.0238,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,11.2288,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
332,HMK032,NA,1990,17.65015,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,10.6992,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
333,HMK032,NA,1991,NA,days,us,NA,weekly,Daphnia,hyalina-galeata,peak abundance,,Asterionella,spp.,decline,,density,nos L-1,,NA,15.3602,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
334,HMK034,NA,1971,NA,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.86827,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
335,HMK034,NA,1972,NA,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.42085,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
336,HMK034,NA,1973,NA,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.59984,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
337,HMK034,NA,1974,9.8275,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.58399,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
338,HMK034,NA,1975,41.379,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.14307,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
339,HMK034,NA,1976,NA,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.60184,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
340,HMK034,NA,1977,24.8275,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.48828,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
341,HMK034,NA,1978,30,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.71964,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
342,HMK034,NA,1979,NA,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.05543,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
343,HMK034,NA,1980,27.931,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.44203,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
344,HMK034,NA,1981,32.0686,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.60506,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
345,HMK034,NA,1982,NA,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.55638,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
346,HMK034,NA,1983,31.034,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,4.9256,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
347,HMK034,NA,1984,55.863,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,4.7975,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
348,HMK034,NA,1985,NA,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,4.79807,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
349,HMK034,NA,1986,20.689,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,4.91296,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
350,HMK034,NA,1988,32.0686,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,4.85648,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
351,HMK034,NA,1989,NA,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,4.91472,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
352,HMK034,NA,1990,NA,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.29037,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
353,HMK034,NA,1991,20.69,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.465,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
354,HMK034,NA,1992,30,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.03352,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
355,HMK034,NA,1993,28.9655,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,5.29221,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
356,HMK034,NA,1994,41.379,days,us,NA,biweekly,Cyclops,vicinus,peak timing of females,,Phytoplankton2,spp.,start of growth,,abundance,m-2,,female,4.2951,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
361,HMK035,Fox,1973,86.502,days,us,NA,weekly,Mnemiopsis2,leidyi,first appearance,,Acartia,hudsonica,spring increase,,abundance,number/m3,,NA,99.2393,,demographic,"for 2002 and 2003, phenodiff values here are the same at both sites, I think previously mean across sites were taken",,,,,,,,,,,,
364,HMK035,station1,1976,126.915,days,us,NA,weekly,Mnemiopsis2,leidyi,first appearance,,Acartia,hudsonica,spring increase,,volume,mls/m3,,NA,50.4291,,demographic,"for 2002 and 2003, phenodiff values here are the same at both sites, I think previously mean across sites were taken",,,,,,,,,,,,
367,HMK035,GSO dock,2000,99.3075,days,us,NA,weekly,Mnemiopsis2,leidyi,first appearance,,Acartia,hudsonica,spring increase,,abundance,number/m3,,NA,126.845,,demographic,"for 2002 and 2003, phenodiff values here are the same at both sites, I think previously mean across sites were taken",,,,,,,,,,,,
370,HMK035,GSO dock,2001,103.2423,days,us,NA,weekly,Mnemiopsis2,leidyi,first appearance,,Acartia,hudsonica,spring increase,,abundance,number/m3,,NA,89.4977,,demographic,"for 2002 and 2003, phenodiff values here are the same at both sites, I think previously mean across sites were taken",,,,,,,,,,,,
373,HMK035,GSO offshore,2002,94.64535,days,us,NA,weekly,Mnemiopsis2,leidyi,first appearance,,Acartia,hudsonica,spring increase,,abundance,number/m3,,NA,92.2705,,demographic,"for 2002 and 2003, phenodiff values here are the same at both sites, I think previously mean across sites were taken",,,,,,,,,,,,
376,HMK035,Fox,2002,94.64535,days,us,NA,weekly,Mnemiopsis2,leidyi,first appearance,,Acartia,hudsonica,spring increase,,abundance,number/m3,,NA,129.073,,demographic,"for 2002 and 2003, phenodiff values here are the same at both sites, I think previously mean across sites were taken",,,,,,,,,,,,
379,HMK035,GSO offshore,2003,98.4952,days,us,NA,weekly,Mnemiopsis2,leidyi,first appearance,,Acartia,hudsonica,spring increase,,abundance,number/m3,,NA,47.7487,,demographic,"for 2002 and 2003, phenodiff values here are the same at both sites, I think previously mean across sites were taken",,,,,,,,,,,,
382,HMK035,Fox,2003,98.4952,days,us,NA,weekly,Mnemiopsis2,leidyi,first appearance,,Acartia,hudsonica,spring increase,,abundance,number/m3,,NA,125.049,,demographic,"for 2002 and 2003, phenodiff values here are the same at both sites, I think previously mean across sites were taken",,,,,,,,,,,,
385,HMK035,Fox,2004,78.2171,days,us,NA,weekly,Mnemiopsis2,leidyi,first appearance,,Acartia,hudsonica,spring increase,,abundance,number/m3,,NA,40.4412,,demographic,"for 2002 and 2003, phenodiff values here are the same at both sites, I think previously mean across sites were taken",,,,,,,,,,,,
4257,HMK035,NA,1951,96.588,days,us,NA,weekly,Mnemiopsis2,leidyi,first appearance,,Acartia,hudsonica,spring increase,,abundance,number/m3,,NA,NA,,,,,,,,,,,,,,,
4258,HMK035,NA,1958,NA,days,us,NA,weekly,Mnemiopsis2,leidyi,first appearance,,Acartia,hudsonica,spring increase,,abundance,number/m3,,NA,NA,,,,,,,,,,,,,,,
4259,HMK035,NA,1982,NA,days,us,NA,weekly,Mnemiopsis2,leidyi,first appearance,,Acartia,hudsonica,spring increase,,abundance,number/m3,,NA,NA,,,,,,,,,,,,,,,
4260,HMK035,NA,1983,NA,days,us,NA,weekly,Mnemiopsis2,leidyi,first appearance,,Acartia,hudsonica,spring increase,,abundance,number/m3,,NA,NA,,,,,,,,,,,,,,,
386,HMK036,NA,1975,81.6867,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,223.817,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
387,HMK036,NA,1976,51.8465,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,231.011,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
388,HMK036,NA,1977,71.5323,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,157.16,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
389,HMK036,NA,1978,58.6977,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,684.646,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
390,HMK036,NA,1979,71.6639,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,293.175,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
391,HMK036,NA,1980,22.5357,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,861.242,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
392,HMK036,NA,1981,84.7751,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,929.21,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
393,HMK036,NA,1982,15.6841,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,686.434,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
394,HMK036,NA,1983,43.2271,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,794.984,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
395,HMK036,NA,1985,48.1996,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,1309.43,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
396,HMK036,NA,1984,60.2088,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,1869.87,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
397,HMK036,NA,1986,97.7147,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,890.973,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
398,HMK036,NA,1987,65.895,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,344.092,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
399,HMK036,NA,1988,50.6415,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,1135.14,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
400,HMK036,NA,1989,71.2406,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,763.902,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
401,HMK036,NA,1990,35.3777,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,1730.67,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
402,HMK036,NA,1991,42.3391,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,589.133,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
403,HMK036,NA,1992,32.8742,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,542.271,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
404,HMK036,NA,1993,40.4222,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,745.419,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
405,HMK036,NA,1994,56.5372,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,387.814,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
406,HMK036,NA,1995,53.5313,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,550.419,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
407,HMK036,NA,1996,48.4537,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,807.624,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
408,HMK036,NA,1997,25.1561,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,1227,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
409,HMK036,NA,1998,55.0886,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,457.133,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
410,HMK036,NA,1999,42.9683,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,579.236,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
411,HMK036,NA,2000,46.8337,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,559.362,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
412,HMK036,NA,2002,35.918,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,972.495,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
413,HMK036,NA,2001,51.4079,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,343.615,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
414,HMK036,NA,2003,43.4239,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,540.483,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
415,HMK036,NA,2004,43.9713,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,723.399,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
416,HMK036,NA,2005,NA,days,us,NA,daily,Copepod1,spp.,10% cumulative density,,Diatom3,spp.,mean diatom day,,density,number/m3,,NA,473.787,,demographic,I calculated mismatch as: consumer-resource,,,,,,,,,,,,
508,HMK039,NA,1973,-3.236,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.57692,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
509,HMK039,NA,1974,-5,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.55385,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
510,HMK039,NA,1975,4.707,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.54231,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
511,HMK039,NA,1976,2.059,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.68077,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
512,HMK039,NA,1978,-2.059,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.64615,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
513,HMK039,NA,1979,-1.471,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.20769,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
514,HMK039,NA,1980,-1.471,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,6.80385,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
515,HMK039,NA,1981,-8.529,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
516,HMK039,NA,1982,-2.06,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,7.35769,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
517,HMK039,NA,1983,-5.295,days,,NA,daily,Uria,lomvia,breeding date (earliest date birds were observed with eggs),,Rissa1,tridactyla,breeding date (earliest date birds were observed with eggs),,abundance,number,,NA,6.74615,,demographic,Guillemots (Uria spp.) phenology data the same- not recorded separately,,,,,,,,,,,,
